1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3168,NC,North Carolina,8,H2NC08185,,Richard ,Hudson,"Hudson, Richard ",,R,"21,451",32.07%,"10,699",63.62%,"160,695",53.16%,,,,,W,
3174,NC,North Carolina,8,H6NC08111,(I),Larry ,Kissell,"Kissell, Larry ",,D,"45,987",72.56%,,,"137,139",45.37%,,,,,,
3177,NC,North Carolina,8,H2NC08219,,Antonio,Blue,"Blue, Antonio",,W,,,,,"3,990",1.32%,,,,,,
3178,NC,North Carolina,8,n/a,,,Scattered,Scattered,,W,,,,,456,0.15%,,,,,,
3181,NC,North Carolina,9,H2NC09134,,Robert ,Pittenger,"Pittenger, Robert ",,R,"29,999",32.45%,"18,982",52.90%,"194,537",51.78%,,,,,W,
3193,NC,North Carolina,9,H2NC09076,,Jennifer,Roberts,"Roberts, Jennifer",,D,Unopposed,,,,"171,503",45.65%,,,,,,
3194,NC,North Carolina,9,H2NC09167 ,,Curtis ,Campbell,"Campbell, Curtis ",,LIB,Unopposed,,,,"9,650",2.57%,,,,,,
3197,NC,North Carolina,10,H4NC10047,(I),Patrick ,McHenry,"McHenry, Patrick ",,R,"58,844",72.54%,,,"190,826",56.99%,,,,,W,
3201,NC,North Carolina,10,H4NC11052,,Patsy,Keever,"Keever, Patsy",,D,"36,791",57.88%,,,"144,023",43.01%,,,,,,
3207,NC,North Carolina,11,H2NC11080,,Mark,Meadows,"Meadows, Mark",,R,"35,733",37.83%,"17,520",76.20%,"190,319",57.42%,,,,,W,
3216,NC,North Carolina,11,H2NC11114,,Hayden ,Rogers,"Rogers, Hayden ",,D,"35,518",55.73%,,,"141,107",42.58%,,,,,,
3222,NC,North Carolina,12,H2NC12021,(I),Mel,Watt,"Watt, Mel",,D,"52,968",80.91%,,,"247,591",79.63%,,,,,W,
3225,NC,North Carolina,12,H2NC12179,,Jack ,Brosch,"Brosch, Jack ",,R,Unopposed,,,,"63,317",20.37%,,,,,,
3228,NC,North Carolina,13,H2NC13110,,George ,Holding,"Holding, George ",,R,"37,341",43.51%,,,"210,495",56.80%,,,,,W,
3232,NC,North Carolina,13,H2NC13144,,Charles ,Malone,"Malone, Charles ",,D,"45,865",66.89%,,,"160,115",43.20%,,,,,,
3240,ND,North Dakota,0,H0ND01026,,Kevin,Cramer,"Cramer, Kevin",,R,"54,405",54.44%,,,"173,433",54.87%,,,,,W,
3244,ND,North Dakota,0,H2ND00115,,Pam,Gulleson,"Gulleson, Pam",,DNL,"51,750",99.86%,,,"131,869",41.72%,,,,,,
3247,ND,North Dakota,0,H2ND00149,,Eric,Olson,"Olson, Eric",,LIB,655,98.50%,,,"10,261",3.25%,,,,,,
3260,ND,North Dakota,0,n/a,,,Scattered,Scattered,,W,,,,,508,0.16%,,,,,,
3304,MP,Northern Mariana Islands,0,H8MP00041,(I),Gregorio Kilili Camacho,Sablan,"Sablan, Gregorio Kilili Camacho",,IND,,,,,"9,829",79.70%,,,,,W,
3305,MP,Northern Mariana Islands,0,H2MP00010,,Ignacia Tudela,Demapan,"Demapan, Ignacia Tudela",,R,,,,,"2,503",20.30%,,,,,,
3311,OH,Ohio,1,H8OH01043,(I),Steve,Chabot,"Chabot, Steve",,R,"57,496",100.00%,,,"201,907",57.73%,,,,,W,
3313,OH,Ohio,1,H6OH02110,,Jeff,Sinnard,"Sinnard, Jeff",,D,"4,561",50.31%,,,"131,490",37.60%,,,,,,
3316,OH,Ohio,1,H2OH01020,,Jim,Berns,"Berns, Jim",,LIB,140,86.96%,,,"9,674",2.77%,,,,,,
3319,OH,Ohio,1,H0OH01065,,Rich,Stevenson,"Stevenson, Rich",,GRE,93,100.00%,,,"6,645",1.90%,,,,,,
3323,OH,Ohio,2,H2OH02085,,Brad,Wenstrup,"Wenstrup, Brad",,R,"42,482",48.74%,,,"194,299",58.63%,,,,,W,
3329,OH,Ohio,2,H8OH02074,,William R.,Smith,"Smith, William R.",,D,"10,176",50.15%,,,"137,082",41.37%,,,,,,
3334,OH,Ohio,3,H2OH03125,,Joyce,Beatty,"Beatty, Joyce",,D,"15,848",38.32%,,,"201,921",68.29%,,,,,W,
3339,OH,Ohio,3,H2OH03141,,Chris,Long,"Long, Chris",,R,"16,711",57.53%,,,"77,903",26.35%,,,,,,
3342,OH,Ohio,3,H2OH03158,,Richard,Ehrbar,"Ehrbar, Richard",,LIB,674,100.00%,,,"9,462",3.20%,,,,,,
3344,OH,Ohio,3,H2OH12068,,Bob,Fitrakis,"Fitrakis, Bob",,GRE,182,100.00%,,,"6,388",2.16%,,,,,,
3346,OH,Ohio,3,H2OH03166,,Jeff,Brown,"Brown, Jeff",,W,,,,,5,0.00%,,,,,,
3349,OH,Ohio,4,H6OH04082,(I),Jim,Jordan,"Jordan, Jim",,R,"70,470",100.00%,,,"182,643",58.35%,,,,,W,
3351,OH,Ohio,4,H2OH04131,,Jim,Slone,"Slone, Jim",,D,"23,341",100.00%,,,"114,214",36.49%,,,,,,
3353,OH,Ohio,4,H2OH04149,,Chris,Kalla,"Kalla, Chris",,W(LIB)/LIB,25,100.00%,,,"16,141",5.16%,,,,,,
3357,OH,Ohio,5,H8OH05036,(I),Bob,Latta,"Latta, Bob",,R,"76,477",82.58%,,,"201,514",57.27%,,,,,W,
3360,OH,Ohio,5,H2OH05021,,Angela,Zimmann,"Zimmann, Angela",,D,"25,530",100.00%,,,"137,806",39.16%,,,,,,
3362,OH,Ohio,5,H2OH05039,,Eric,Eberly,"Eberly, Eric",,LIB,338,100.00%,,,"12,558",3.57%,,,,,,
3366,OH,Ohio,6,H0OH06189,(I),Bill,Johnson,"Johnson, Bill",,R,"56,905",83.94%,,,"164,536",53.25%,,,,,W,
3369,OH,Ohio,6,H6OH06095,,Charlie,Wilson,"Wilson, Charlie",,D,"37,374",82.16%,,,"144,444",46.75%,,,,,,
3374,OH,Ohio,7,H0OH18077,(I),Bob,Gibbs,"Gibbs, Bob",,R,"54,067",79.88%,,,"178,104",56.40%,,,,,W,
3377,OH,Ohio,7,H2OH07167,,Joyce R.,Healy-Abrams,"Healy-Abrams, Joyce R.",,D,"22,486",100.00%,,,"137,708",43.60%,,,,,,
3381,OH,Ohio,8,H0OH08029,(I),John A.,Boehner,"Boehner, John A.",,R,"71,120",83.82%,,,"246,380",99.97%,,,,,W,
3384,OH,Ohio,8,H2OH02077,,"James J., Jr.",Condit,"Condit, James J., Jr.",,W,,,,,62,0.03%,,,,,,
3387,OH,Ohio,9,H2OH09031,(I),Marcy,Kaptur,"Kaptur, Marcy",,D,"42,902",56.18%,,,"217,775",73.04%,,,,,W,
3391,OH,Ohio,9,H2OH09114,,Samuel J.,Wurzelbacher,"Wurzelbacher, Samuel J.",,R,"15,166",51.43%,,,"68,666",23.03%,,,,,,
3394,OH,Ohio,9,H2OH09148,,Sean P.,Stipe,"Stipe, Sean P.",,LIB,170,100.00%,,,"11,725",3.93%,,,,,,
3398,OH,Ohio,10,H2OH03067,(I),Mike,Turner,"Turner, Mike",,R,"65,574",80.12%,,,"208,201",59.54%,,,,,W,
3402,OH,Ohio,10,H8OH07099,,Sharen Swartz,Neuhardt,"Neuhardt, Sharen Swartz",,D,"7,705",35.72%,,,"131,097",37.49%,,,,,,
3409,OH,Ohio,10,H0OH08136,,David A.,Harlow,"Harlow, David A.",,LIB,136,100.00%,,,"10,373",2.97%,,,,,,
3413,OH,Ohio,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,D,"65,333",89.41%,,,"258,378",100.00%,,,,,W,
3419,OH,Ohio,12,H0OH12062,(I),Pat,Tiberi,"Tiberi, Pat",,R,"72,560",77.88%,,,"233,874",63.47%,,,,,W,
3422,OH,Ohio,12,H2OH12100,,Jim,Reese,"Reese, Jim",,D,"14,312",69.89%,,,"134,614",36.53%,,,,,,
3427,OH,Ohio,13,H2OH17109,(I),Tim,Ryan,"Ryan, Tim",,D,"56,670",100.00%,,,"235,492",72.77%,,,,,W,
3429,OH,Ohio,13,H2OH13199,,Marisha G.,Agana,"Agana, Marisha G.",,R,"27,754",100.00%,,,"88,120",27.23%,,,,,,
3433,OH,Ohio,14,H2OH14064,,David P.,Joyce,"Joyce, David P.  #",,R,#,,,,"183,660",54.04%,,,,,W,#  Steven LaTourette withdrew after the primary election and David Joyce was selected by the party to fill the vacancy on the general election ballot.
3436,OH,Ohio,14,H6OH11103,,Dale Virgil,Blanchard,"Blanchard, Dale Virgil",,D,"29,508",100.00%,,,"131,638",38.73%,,,,,,
3438,OH,Ohio,14,H0OH17186,,Elaine R.,Mastromatteo,"Mastromatteo, Elaine R.",,GRE,94,100.00%,,,"13,038",3.84%,,,,,,
3440,OH,Ohio,14,H8OH14103,,David,Macko,"Macko, David",,LIB,221,100.00%,,,"11,536",3.39%,,,,,,
3442,OH,Ohio,14,H2OH14080,,Aaron J.,Zurbrugg,"Zurbrugg, Aaron J.",,W,,,,,6,0.00%,,,,,,
3443,OH,Ohio,14,H2OH14072,,Steven T.,Winfield,"Winfield, Steven T.",,W,,,,,0,0.00%,,,,,,
3444,OH,Ohio,14,H2OH14056,,Erick Donald,Robinson,"Robinson, Erick Donald",,W,,,,,0,0.00%,,,,,,
3447,OH,Ohio,15,H8OH15076,(I),Steve,Stivers,"Stivers, Steve",,R,"70,191",89.31%,,,"205,277",61.56%,,,,,W,
3450,OH,Ohio,15,H2OH15087,,Pat,Lang,"Lang, Pat",,D,"16,483",56.68%,,,"128,188",38.44%,,,,,,
3455,OH,Ohio,16,H0OH16097,(I),Jim,Renacci,"Renacci, Jim",,R,"66,487",100.00%,,,"185,167",52.05%,,,,,W,
3457,OH,Ohio,16,H6OH13133,(I),Betty,Sutton,"Sutton, Betty",,D,"37,232",100.00%,,,"170,604",47.95%,,,,,,
3483,OK,Oklahoma,1,H2OK01143,,Jim,Brindenstine,"Brindenstine, Jim",,R,"28,055",53.83%,,,"181,084",63.47%,,,,,W,
3486,OK,Oklahoma,1,H2OK01150,,John,Olson,"Olson, John",,D,Unopposed,,,,"91,421",32.04%,,,,,,
3487,OK,Oklahoma,1,H0OK01113,,Craig,Allen,"Allen, Craig",,IND,,,,,"12,807",4.49%,,,,,,
3490,OK,Oklahoma,2,H2OK02083,,Markwayne,Mullin,"Mullin, Markwayne",,R,"12,008",42.40%,"12,059",56.81%,"143,701",57.34%,,,,,W,
3498,OK,Oklahoma,2,H2OK02158,,Rob,Wallace,"Wallace, Rob",,D,"31,793",46.14%,"25,105",57.02%,"96,081",38.34%,,,,,,
3503,OK,Oklahoma,2,H2OK02174,,Michael G.,Fulks,"Fulks, Michael G.",,IND,,,,,"10,830",4.32%,,,,,,
3506,OK,Oklahoma,3,H4OK06056,(I),Frank D.,Lucas,"Lucas, Frank D.",,R,"33,454",88.16%,,,"201,744",75.28%,,,,,W,
3509,OK,Oklahoma,3,H2OK03081,,Timothy Ray,Murray,"Murray, Timothy Ray",,D,"9,252",52.33%,,,"53,472",19.95%,,,,,,
3512,OK,Oklahoma,3,H2OK03107,,William M.,Sanders,"Sanders, William M.",,IND,,,,,"12,787",4.77%,,,,,,
3515,OK,Oklahoma,4,H2OK04055,(I),Tom,Cole,"Cole, Tom",,R,"22,840",87.73%,,,"176,740",67.89%,,,,,W,
3518,OK,Oklahoma,4,H2OK04139,,Donna Marie,Bebo,"Bebo, Donna Marie",,D,"11,935",58.31%,,,"71,846",27.60%,,,,,,
3521,OK,Oklahoma,4,H0OK04133,,RJ,Harris,"Harris, RJ",,IND,,,,,"11,745",4.51%,,,,,,
3524,OK,Oklahoma,5,H0OK05114,(I),James,Lankford,"Lankford, James",,R,Unopposed,,,,"153,603",58.70%,,,,,W,
3525,OK,Oklahoma,5,H0OK05155,,Tom,Guild,"Guild, Tom",,D,Unopposed,,,,"97,504",37.26%,,,,,,
3526,OK,Oklahoma,5,H2OK05144,,Pat,Martin,"Martin, Pat",,IND,,,,,"5,394",2.06%,,,,,,
3527,OK,Oklahoma,5,H6OK04098,,Robert T.,Murphy,"Murphy, Robert T.",,IND,,,,,"5,176",1.98%,,,,,,
3533,OR,Oregon,1,H2OR01133,(I),Suzanne,Bonamici,"Bonamici, Suzanne",,D/WF,"57,146",98.95%,,,"197,845",59.60%,,,,,W,
3536,OR,Oregon,1,H2OR01190,,Delinda ,Morgan,"Morgan, Delinda ",,R,"18,996",56.34%,,,"109,699",33.04%,,,,,,
3540,OR,Oregon,1,H2OR01216,,Steven,Reynolds,"Reynolds, Steven",,LIB/PG/PRO,*,,,,"15,009",4.52%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3541,OR,Oregon,1,H2OR01232,,Bob,Ekstrom,"Ekstrom, Bob",,CON,*,,,,"8,918",2.69%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3542,OR,Oregon,1,n/a,,,Scattered,Scattered,,W,,,,,509,0.15%,,,,,,
3545,OR,Oregon,2,H6OR02116,(I),Greg ,Walden,"Walden, Greg ",,R,"77,498",99.26%,,,"228,043",68.63%,,,,,W,
3548,OR,Oregon,2,H0OR02093,,Joyce B.,Segers,"Segers, Joyce B.",,D/WF,"31,157",76.49%,,,"96,741",29.12%,,,,,,
3552,OR,Oregon,2,H8OR01197,,Joe,Tabor,"Tabor, Joe",,LIB,*,,,,"7,025",2.11%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3553,OR,Oregon,2,n/a,,,Scattered,Scattered,,W,,,,,446,0.13%,,,,,,
3556,OR,Oregon,3,H6OR03064,(I),Earl ,Blumenauer,"Blumenauer, Earl ",,D,"84,628",98.87%,,,"264,979",74.46%,,,,,W,
3559,OR,Oregon,3,H2OR03105 ,,Ronald ,Green,"Green, Ronald ",,R,"14,844",63.15%,,,"70,325",19.76%,,,,,,
3563,OR,Oregon,3,H2OR03097,,Woodrow,Broadnax,"Broadnax, Woodrow",,PG/PRO,*,,,,"13,159",3.70%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3564,OR,Oregon,3,H2OR03113,,Michael,Cline,"Cline, Michael",,LIB,*,,,,"6,640",1.87%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3565,OR,Oregon,3,n/a,,,Scattered,Scattered,,W,,,,,772,0.22%,,,,,,
3568,OR,Oregon,4,H6OR04047,(I),Peter A.,DeFazio,"DeFazio, Peter A.",,D/PRO/WF,"69,864",89.87%,,,"212,866",59.11%,,,,,W,
3572,OR,Oregon,4,H0OR04081,,Art ,Robinson,"Robinson, Art ",,R/CON,"50,090",97.25%,,,"140,549",39.03%,,,,,,
3575,OR,Oregon,4,H2OR04079,,Chuck,Huntting,"Huntting, Chuck",,LIB,*,,,,"6,205",1.72%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3576,OR,Oregon,4,n/a,,,Scattered,Scattered,,W,,,,,468,0.13%,,,,,,
3579,OR,Oregon,5,H8OR05107,(I),Kurt ,Schrader,"Schrader, Kurt ",,D,"51,652",98.47%,,,"177,229",54.04%,,,,,W,
3582,OR,Oregon,5,H0OR05047,,Fred,Thompson,"Thompson, Fred",,R,"33,448",66.97%,,,"139,223",42.45%,,,,,,
3586,OR,Oregon,5,H0OR05062,,Christina Jean,Lugo,"Lugo, Christina Jean",,PG,*,,,,"7,516",2.29%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3587,OR,Oregon,5,H2OR05175,,Raymond,Baldwin,"Baldwin, Raymond",,CON,*,,,,"3,600",1.10%,,,,,,"*  The Constitution party nominated by convention on May 19, 2012, the Pacific Green Party nominated by convention on June 2, 2012, and the Libertarian party conducted its own primary election on June 29, 2012.  These convention/primary nominees are noted with an asterisk.  The Libertarian party primary vote totals on the next tab were obtained from the state party "
3588,OR,Oregon,5,n/a,,,Scattered,Scattered,,W,,,,,402,0.12%,,,,,,
3594,PA,Pennsylvania,1,H8PA01153,(I),Robert A.,Brady,"Brady, Robert A.",,D,"42,744",99.91%,,,"235,394",84.95%,,,,,W,
3597,PA,Pennsylvania,1,H8PA01187,,John,Featherman,"Featherman, John",,R,"10,288",99.89%,,,"41,708",15.05%,,,,,,
3602,PA,Pennsylvania,2,H2PA02055,(I),Chaka,Fattah,"Fattah, Chaka",,D,"87,620",99.92%,,,"318,176",89.28%,,,,,W,
3605,PA,Pennsylvania,2,H2PA02139,,"Robert Allen, Jr.",Mansfield,"Mansfield, Robert Allen, Jr.",,R,"5,562",99.78%,,,"33,381",9.37%,,,,,,
3608,PA,Pennsylvania,2,H2PA02147,,James,Foster,"Foster, James",,IND,,,,,"4,829",1.35%,,,,,,
3611,PA,Pennsylvania,3,H0PA03271,(I),Mike,Kelly,"Kelly, Mike",,R,"46,382",99.54%,,,"165,826",54.82%,,,,,W,
3614,PA,Pennsylvania,3,H2PA03111,,Missa,Eaton,"Eaton, Missa",,D,"28,355",99.34%,,,"123,933",40.97%,,,,,,
3617,PA,Pennsylvania,3,H4PA03075,,Steven,Porter,"Porter, Steven",,IND,,,,,"12,755",4.22%,,,,,,
3620,PA,Pennsylvania,4,H2PA04135,,Scott,Perry,"Perry, Scott",,R,"34,881",53.42%,,,"181,603",59.74%,,,,,W,
3629,PA,Pennsylvania,4,H2PA04143,,Harry,Perkinson,"Perkinson, Harry",,D,"14,188",55.58%,,,"104,643",34.42%,,,,,,
3633,PA,Pennsylvania,4,H2PA04218,,Wayne W.,Wolf,"Wolf, Wayne W.",,IND,,,,,"11,524",3.79%,,,,,,
3634,PA,Pennsylvania,4,H2PA19109,,Michael Bryant ,Koffenberger,"Koffenberger, Michael Bryant ",,LIB,,,,,"6,210",2.04%,,,,,,
3637,PA,Pennsylvania,5,H8PA05071,(I),Glenn,Thompson,"Thompson, Glenn",,R,"49,941",99.48%,,,"177,740",62.92%,,,,,W,
3640,PA,Pennsylvania,5,H2PA05058,,Charles,Dumas,"Dumas, Charles",,D,"25,252",98.91%,,,"104,725",37.08%,,,,,,
3645,PA,Pennsylvania,6,H2PA06114,(I),Jim,Gerlach,"Gerlach, Jim",,R,"45,206",99.40%,,,"191,725",57.14%,,,,,W,
3648,PA,Pennsylvania,6,H0PA06084,,Manan M.,Trivedi,"Trivedi, Manan M.",,D,"20,037",99.53%,,,"143,803",42.86%,,,,,,
3653,PA,Pennsylvania,7,H0PA07082,(I),Patrick L.,Meehan,"Meehan, Patrick L.",,R,"55,387",99.88%,,,"209,942",59.40%,,,,,W,
3656,PA,Pennsylvania,7,H2PA07070,,George,Badey,"Badey, George",,D,"20,075",99.87%,,,"143,509",40.60%,,,,,,
3661,PA,Pennsylvania,8,H4PA08074,(I),Mike,Fitzpatrick,"Fitzpatrick, Mike",,R,"42,935",100.00%,,,"199,379",56.60%,,,,,W,
3664,PA,Pennsylvania,8,H2PA08102,,Kathy,Boockvar,"Boockvar, Kathy",,D,"25,595",100.00%,,,"152,859",43.40%,,,,,,
3669,PA,Pennsylvania,9,H2PA09035,(I),Bill,Shuster,"Shuster, Bill",,R,"41,735",100.00%,,,"169,177",61.67%,,,,,W,
3672,PA,Pennsylvania,9,H2PA09084,,Karen,Ramsburg,"Ramsburg, Karen",,W(D)/D,"1,581",76.52%,,,"105,128",38.33%,,,,,,
3677,PA,Pennsylvania,10,H0PA10078,(I),Thomas A.,Marino,"Marino, Thomas A.",,R,"51,373",99.69%,,,"179,563",65.58%,,,,,W,
3680,PA,Pennsylvania,10,H2PA10090,,Philip,Scollo,"Scollo, Philip",,D,"19,291",99.07%,,,"94,227",34.42%,,,,,,
3685,PA,Pennsylvania,11,H2PA11098,(I),Lou,Barletta,"Barletta, Lou",,R,"49,511",99.43%,,,"166,967",58.54%,,,,,W,
3688,PA,Pennsylvania,11,H6PA17120,,Gene,Stilp,"Stilp, Gene",,D,"18,716",54.09%,,,"118,231",41.46%,,,,,,
3694,PA,Pennsylvania,12,H0PA04220,,Keith J.,Rothfus,"Rothfus, Keith J.",,R,"44,360",99.19%,,,"175,352",51.74%,,,,,W,
3697,PA,Pennsylvania,12,H0PA12132,(I),Mark S.,Critz,"Critz, Mark S.",,D,"32,384",51.03%,,,"163,589",48.26%,,,,,,
3703,PA,Pennsylvania,13,H4PA13124,(I),Allyson Y.,Schwartz,"Schwartz, Allyson Y.",,D,"36,756",99.90%,,,"209,901",69.09%,,,,,W,
3706,PA,Pennsylvania,13,H2PA13110,,Joseph James,Rooney,"Rooney, Joseph James",,R,"21,644",99.98%,,,"93,918",30.91%,,,,,,
3711,PA,Pennsylvania,14,H4PA18131,(I),Mike,Doyle,"Doyle, Mike",,D,"50,323",79.93%,,,"251,932",76.89%,,,,,W,
3715,PA,Pennsylvania,14,H2PA14084,,Hans F.,Lessmann,"Lessmann, Hans F.",,R,"15,936",98.61%,,,"75,702",23.11%,,,,,,
3720,PA,Pennsylvania,15,H4PA15087,(I),Charles W.,Dent,"Dent, Charles W.",,R,"38,651",99.81%,,,"168,960",56.75%,,,,,W,
3723,PA,Pennsylvania,15,H2PA15099,,Richard,Daugherty,"Daugherty, Richard",,D,"14,623",58.69%,,,"128,764",43.25%,,,,,,
3729,PA,Pennsylvania,16,H6PA16197,(I),Joseph R.,Pitts,"Pitts, Joseph R.",,R,"44,110",99.16%,,,"156,192",54.85%,,,,,W,
3732,PA,Pennsylvania,16,H2PA16063,,Aryanna C.,Strader,"Strader, Aryanna C.",,D,"15,839",99.48%,,,"111,185",39.04%,,,,,,
3735,PA,Pennsylvania,16,H6PA16288,,John A,Murphy,"Murphy, John A",,IND,,,,,"12,250",4.30%,,,,,,
3736,PA,Pennsylvania,16,H2PA16071,,James F.,Bednarski,"Bednarski, James F.",,BFC,,,,,"5,154",1.81%,,,,,,
3739,PA,Pennsylvania,17,H2PA17079,,Matthew A.,Cartwright,"Cartwright, Matthew A.",,D,"33,255",57.07%,,,"161,393",60.31%,,,,,W,
3743,PA,Pennsylvania,17,H2PA17087,,Laureen A.,Cummings,"Cummings, Laureen A.",,R,"26,953",98.09%,,,"106,208",39.69%,,,,,,
3748,PA,Pennsylvania,18,H2PA18143,(I),Tim,Murphy,"Murphy, Tim",,R,"32,854",63.35%,,,"216,727",63.96%,,,,,W,
3752,PA,Pennsylvania,18,H2PA18150,,Lawrence,Maggi,"Maggi, Lawrence",,D,"39,096",99.29%,,,"122,146",36.04%,,,,,,
3776,PR,Puerto Rico,0,H8PR00062,(I),Pedro R.,Pierluisi Urrutia,"Pierluisi Urrutia, Pedro R.",,NPP,Unopposed,,,,"905,066",48.76%,,,,,W,
3777,PR,Puerto Rico,0,H2PR00065,,Roberto,Cox Alomar,"Cox Alomar, Roberto",,PPD,Unopposed,,,,"881,181",47.47%,,,,,,
3778,PR,Puerto Rico,0,H2PR00073,,Juan Manuel,Mercado Nieves,"Mercado Nieves, Juan Manuel",,PRI,Unopposed,,,,"38,941",2.10%,,,,,,
3779,PR,Puerto Rico,0,H2PR00107,,Felix ,Córdova Iturregui,"Córdova Iturregui, Felix ",,PPT,,,,,"13,120",0.71%,,,,,,
3780,PR,Puerto Rico,0,H2PR00081,,Mária de Lourdes ,Guzmán Rivera,"Guzmán Rivera, Mária de Lourdes ",,MUS,,,,,"11,764",0.63%,,,,,,
3781,PR,Puerto Rico,0,H2PR00099,,Sadiasept ,Guillont Juarbe,"Guillont Juarbe, Sadiasept ",,PPR,,,,,"5,647",0.30%,,,,,,
3782,PR,Puerto Rico,0,n/a,,,Scattered,Scattered,,W,,,,,626,0.03%,,,,,,
3788,RI,Rhode Island,1,H0RI01073,(I),David N.,Cicilline,"Cicilline, David N.",,D,"30,203",62.14%,,,"108,612",52.95%,,,,,W,
3792,RI,Rhode Island,1,H2RI01178,,Brendan P.,Doherty,"Doherty, Brendan P.",,R,Unopposed,,,,"83,737",40.82%,,,,,,
3793,RI,Rhode Island,1,H2RI01194,,David S.,Vogel,"Vogel, David S.",,IND,,,,,"12,504",6.10%,,,,,,
3794,RI,Rhode Island,1,n/a,,,Scattered,Scattered,,W,,,,,248,0.12%,,,,,,
3795,RI,Rhode Island,1,n/a,,,Anyone Else,Anyone Else,,W,,,,,8,0.00%,,,,,,
3796,RI,Rhode Island,1,n/a,,Mickey,Mouse,"Mouse, Mickey",,W,,,,,6,0.00%,,,,,,
3799,RI,Rhode Island,2,H0RI02139,(I),James R.,Langevin,"Langevin, James R.",,D,"22,161",74.09%,,,"124,067",55.72%,,,,,W,
3802,RI,Rhode Island,2,H2RI02135,,Michael G.,Riley,"Riley, Michael G.",,R,"5,283",65.63%,,,"78,189",35.12%,,,,,,
3807,RI,Rhode Island,2,H2RI02143,,Abel G.,Collins,"Collins, Abel G.",,IND,,,,,"20,212",9.08%,,,,,,
3808,RI,Rhode Island,2,n/a,,,Scattered,Scattered,,W,,,,,167,0.08%,,,,,,
3809,RI,Rhode Island,2,n/a,,,None,None,,W,,,,,25,0.01%,,,,,,
3824,SC,South Carolina,1,H0SC01279,(I),Tim,Scott,"Scott, Tim",,R,Unopposed,,,,"179,908",62.03%,,,,,W,
3825,SC,South Carolina,1,H2SC01069,,Bobbie,Rose,"Rose, Bobbie",,D,Unopposed,,,,"98,154",33.84%,,,"103,557",35.71%,,
3826,SC,South Carolina,1,H2SC01069,,Bobbie,Rose,"Rose, Bobbie",,WF,*,,,,"5,403",1.86%,,,"103,557",35.71%,,"* The Libertarian Party nominated by convention on April 21, 2012, the Green Party nominated by convention on April 28, 2012, and the Working Families Party nominated by convention on May 5, 2012.  Convention nominees are noted with an asterisk."
3827,SC,South Carolina,1,H0SC01352,,Keith,Blandford,"Blandford, Keith",,LIB,*,,,,"6,334",2.18%,,,,,,"* The Libertarian Party nominated by convention on April 21, 2012, the Green Party nominated by convention on April 28, 2012, and the Working Families Party nominated by convention on May 5, 2012.  Convention nominees are noted with an asterisk."
3828,SC,South Carolina,1,n/a,,,Scattered,Scattered,,W,,,,,214,0.07%,,,,,,
3831,SC,South Carolina,2,H2SC02059,(I),Joe,Wilson,"Wilson, Joe",,R,"23,062",80.58%,,,"196,116",96.27%,,,,,W,
3834,SC,South Carolina,2,n/a,,,Scattered,Scattered,,W,,,,,"7,602",3.73%,,,,,,
